Category,Company,Contact_webPage,Contact_email,Contact_phone,Model,YoM,MSN,TFHs_TFCs,Engines,F_B_E,OL_A_S,LU,AD,ESN,L_E_S
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20121384%20listed%20in%20myairlease.com",,PW120A,,,,,,,1604,IMM,121384,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20120603%20listed%20in%20myairlease.com",,PW121,,,,,,,1604,IMM,120603,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20120292%20listed%20in%20myairlease.com",,PW121,,,,,,,1604,IMM,120292,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20123256%20listed%20in%20myairlease.com",,PW123B,,,,,,,1604,IMM,123256,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20123023%20listed%20in%20myairlease.com",,PW123B,,,,,,,1604,1608,123023,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20124548%20listed%20in%20myairlease.com",,PW124B,,,,,,,1604,IMM,124548,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20124365%20listed%20in%20myairlease.com",,PW124B,,,,,,,1604,IMM,124365,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20125016%20listed%20in%20myairlease.com",,PW125B,,,,,,,1604,IMM,125016,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20125197%20listed%20in%20myairlease.com",,PW125B,,,,,,,1604,IMM,125197,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20AK0011%20listed%20in%20myairlease.com",,PW127F,,,,,,,1604,1610,AK0011,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20EB0045%20listed%20in%20myairlease.com",,PW127F,,,,,,,1604,1612,EB0045,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20AV0081%20listed%20in%20myairlease.com",,PW127F,,,,,,,1604,IMM,AV0081,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20AM0096%20listed%20in%20myairlease.com",,PW127M,,,,,,,1604,1608,AM0096,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20AM0056%20listed%20in%20myairlease.com",,PW127M,,,,,,,1604,IMM,AM0056,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20ED0138%20listed%20in%20myairlease.com",,PW127M,,,,,,,1604,IMM,ED0138,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20ED0766%20listed%20in%20myairlease.com",,PW127M,,,,,,,1604,IMM,ED0766,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20900326%20listed%20in%20myairlease.com",,PW901A,,,,,,,1604,IMM,900326,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Lufthansa Technik AERO Alzey,,"Mr. T. Neumann, mailto:t.neumann@lhaero.com?Subject=Query%20for%20ESN%20900893%20listed%20in%20myairlease.com",,PW901C,,,,,,,1604,IMM,900893,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Macquarie AirFinance,,"Marketing, mailto:info@macquarie.aero?Subject=Query%20for%20MSN%2032365%20listed%20in%20myairlease.com",,737-800,2002,32365,OR,CFM56-7B26,OR,OL/S,1604,1612,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Macquarie AirFinance,,"Marketing, mailto:info@macquarie.aero?Subject=Query%20for%20MSN%2029370%20listed%20in%20myairlease.com",,737-700,2006,29370,OR,CFM56-7B24,OR,OL/S,1604,1701,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Macquarie AirFinance,,"Marketing, mailto:info@macquarie.aero?Subject=Query%20for%20MSN%204562%20listed%20in%20myairlease.com",,A320-214,2011,4562,OR,CFM56-5B4/3,OR,OL,1604,1702,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Macquarie AirFinance,,"Marketing, mailto:info@macquarie.aero?Subject=Query%20for%20MSN%202228%20listed%20in%20myairlease.com",,A319-115,2004,2228,OR,CFM56-5B5/P,OR,OL/S,1604,1702,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Mass Lease BV,,"Mr. C. Lindeboom, mailto:carst.lindeboom@mass-lease.com?Subject=Query%20for%20MSN%2011505%20listed%20in%20myairlease.com",,Fokker 100,1995,11505,36188/38478,Tay 650,0/0/100,OL/S,1602,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Logix.Aero,,"Mr. J.C Morin, mailto:jcmorin@logix.aero?Subject=Query%20for%20ESN%20AV0052%20listed%20in%20myairlease.com",,PW127M,,,,,,,1605,IMM,AV0052,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logix.Aero,,"Mr. J.C Morin, mailto:jcmorin@logix.aero?Subject=Query%20for%20ESN%20AV0063%20listed%20in%20myairlease.com",,PW127M,,,,,,,1605,IMM,AV0063,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Logix.Aero,,"Mr. J.C Morin, mailto:jcmorin@logix.aero?Subject=Query%20for%20ESN%20PCE900357%20listed%20in%20myairlease.com",,PW901A,,,,,,,1605,IMM,PCE900357,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Logix.Aero,,"Mr. J.C Morin, mailto:jcmorin@logix.aero?Subject=Query%20for%20ESN%20R-407C%20listed%20in%20myairlease.com",,GTCP331-350C,,,,,,,1605,IMM,R-407C,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Logix.Aero,,"Mr. J.C Morin, mailto:jcmorin@logix.aero?Subject=Query%20for%20ESN%20R-2053%20listed%20in%20myairlease.com",,GTCP131-9A,,,,,,,1605,IMM,R-2053,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Logix.Aero,,"Mr. J.C Morin, mailto:jcmorin@logix.aero?Subject=Query%20for%20ESN%20P-5980%20listed%20in%20myairlease.com",,GTCP131-9B,,,,,,,1605,IMM,P-5980,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Logix.Aero,,"Mr. J.C Morin, mailto:jcmorin@logix.aero?Subject=Query%20for%20ESN%20P-5934%20listed%20in%20myairlease.com",,GTCP131-9B,,,,,,,1605,IMM,P-5934,L
"Aircraft, engines and APUs, (per Lessor/Seller)",MDT,,"Mr. J. Cossutta, mailto:james.cossutta@mdt-uk.com?Subject=Query%20for%20MSN%207004%20listed%20in%20myairlease.com",,CRJ-200LR,1992,7004,36500/30700,CF34-3B1,0/0/50,S,1602,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",MDT,,"Mr. J. Cossutta, mailto:james.cossutta@mdt-uk.com?Subject=Query%20for%20MSN%204034%20listed%20in%20myairlease.com",,DHC8-402,2001,4034,19952/22508,PW150A,0/0/76,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",MDT,,"Mr. J. Cossutta, mailto:james.cossutta@mdt-uk.com?Subject=Query%20for%20ESN%20807067%20listed%20in%20myairlease.com",,CF34-3B1,,,,,,,1602,IMM,807067,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Marketing and Financial Services Inc.,,"Mr. G. Jackson, mailto:Gerry@mfsaircraft.com?Subject=Query%20for%20MSN%2024757%20listed%20in%20myairlease.com",,767-204,1990,24757,82285/23669,CF6-80A2,0/0/266,OL/A/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Marketing and Financial Services Inc.,,"Mr. G. Jackson, mailto:Gerry@mfsaircraft.com?Subject=Query%20for%20MSN%2024736%20listed%20in%20myairlease.com",,767-204,1990,24736,76713/22643,CF6-80A2,0/0/266,OL/A/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Marketing and Financial Services Inc.,,"Mr. G. Jackson, mailto:Gerry@mfsaircraft.com?Subject=Query%20for%20MSN%2024239%20listed%20in%20myairlease.com",,767-204,1988,24239,83325/22080,CF6-80A2,0/0/266,OL/A/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Marketing and Financial Services Inc.,,"Mr. G. Jackson, mailto:Gerry@mfsaircraft.com?Subject=Query%20for%20MSN%2024662%20listed%20in%20myairlease.com",,737-322,1990,24662,53690/35922,CFM56-3C1,0/0/147,OL/A/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Marketing and Financial Services Inc.,,"Mr. G. Jackson, mailto:Gerry@mfsaircraft.com?Subject=Query%20for%20MSN%2023955%20listed%20in%20myairlease.com",,737-322,1988,23955,67235/40057,CFM56-3C1,0/0/148,OL/A/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",MHB Aviation Consultants Ltd,,"Mr. I. Blight, mailto:iblight@mhbaviation.com?Subject=Query%20for%20MSN%202462%20listed%20in%20myairlease.com",,A321-231,2005,2462,OR,V2533-A5,0/0/216,A,1602,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",MHB Aviation Consultants Ltd,,"Mr. I. Blight, mailto:iblight@mhbaviation.com?Subject=Query%20for%20MSN%20622%20listed%20in%20myairlease.com",,A320-200,1996,622,OR,CFM56-5A1,0/0/173,A,1602,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",MHB Aviation Consultants Ltd,,"Mr. I. Blight, mailto:iblight@mhbaviation.com?Subject=Query%20for%20MSN%20%20listed%20in%20myairlease.com",,A319-100,2007,3096,OR,CFM56-5A5,0/10/100,A,1602,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",MHB Aviation Consultants Ltd,,"Mr. I. Blight, mailto:iblight@mhbaviation.com?Subject=Query%20for%20MSN%2025107%20listed%20in%20myairlease.com",,737-400,1993,25107,OR,CFM56-3,0/0/168,A,1602,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",MLM Leasing,,"Mr. E. Loewenstein, mailto:elliot@mlmleasing.com?Subject=Query%20for%20MSN%20UE-206%20listed%20in%20myairlease.com",,Beechcraft 1900D,1996,UE-206,32965/38657,PT6A-67D,0/0/19,OL,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",MNG Airlines,,"Mr. C. Erturk, mailto:cenk.erturk@mngairlines.com?Subject=Query%20for%20ESN%2042104%20listed%20in%20myairlease.com",,Trent 772B60/16,,,,,,,1604,IMM,42104,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",MNG Airlines,,"Mr. C. Erturk, mailto:cenk.erturk@mngairlines.com?Subject=Query%20for%20ESN%20P-80223%20listed%20in%20myairlease.com",,TSCP700-5,,,,,,,1604,IMM,P-80223,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",MNG Jet,,"Mr. U. Kalkan, mailto:ugur.kalkan@mngjet.com?Subject=Query%20for%20MSN%20212%20listed%20in%20myairlease.com",,A300C4-203,1982,212,47126/24305,CF6-50C2,Freighter,S,1602,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",MNG Jet,,"Mr. U. Kalkan, mailto:ugur.kalkan@mngjet.com?Subject=Query%20for%20ESN%20724058%20listed%20in%20myairlease.com",,PW4158-1C/E,,,,,,,1602,IMM,724058,S
"Aircraft, engines and APUs, (per Lessor/Seller)",MNG Jet,,"Mr. U. Kalkan, mailto:ugur.kalkan@mngjet.com?Subject=Query%20for%20ESN%20715080%20listed%20in%20myairlease.com",,JT9D-7R4G2,,,,,,,1602,IMM,715080,S
"Aircraft, engines and APUs, (per Lessor/Seller)",MNG Jet,,"Mr. U. Kalkan, mailto:ugur.kalkan@mngjet.com?Subject=Query%20for%20ESN%20725445%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1602,IMM,725445,S
"Aircraft, engines and APUs, (per Lessor/Seller)",mba aircraft solutions,,"Mrs. C. Allen, mailto:callen@mba.aero?Subject=Query%20for%20MSN%2023180%20listed%20in%20myairlease.com",,767-200ER,1984,23180,62023/OR,JT9D-7R4E,0/12/202,OL/S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",mba aircraft solutions,,"Mr. J. Agnew, mailto:jagnew@mbaas.aero?Subject=Query%20for%20MSN%2024580%20listed%20in%20myairlease.com",,757-200,1990,24580,OR,RB211-535E4,0/22/166,S,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",mba aircraft solutions,,"Mr. J. Agnew, mailto:jagnew@mbaas.aero?Subject=Query%20for%20ESN%2031179%20listed%20in%20myairlease.com",,RB211-535E4B,,,,,,,1603,IMM,31179,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",mba aircraft solutions,,"Mr. J. Agnew, mailto:jagnew@mbaas.aero?Subject=Query%20for%20ESN%2031136%20listed%20in%20myairlease.com",,RB211-535E4B,,,,,,,1603,IMM,31136,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",mba aircraft solutions,,"Mr. J. Agnew, mailto:jagnew@mbaas.aero?Subject=Query%20for%20ESN%2031045%20listed%20in%20myairlease.com",,RB211-535E4B,,,,,,,1603,IMM,31045,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",mba aircraft solutions,,"Mr. J. Agnew, mailto:jagnew@mbaas.aero?Subject=Query%20for%20ESN%2031040%20listed%20in%20myairlease.com",,RB211-535E4B,,,,,,,1603,IMM,31040,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",MTU Maintenance Lease Services,,"Mr. M. Kobayashi, mailto:mitsuaki.kobayashi@mtu-lease-services.com?Subject=Query%20for%20ESN%20702300%20listed%20in%20myairlease.com",,CF6-80C2B7F,,,,,,,1606,1607,702300,L
"Aircraft, engines and APUs, (per Lessor/Seller)",MTU Maintenance Lease Services,,"Mr. M. Kobayashi, mailto:mitsuaki.kobayashi@mtu-lease-services.com?Subject=Query%20for%20ESN%20890476%20listed%20in%20myairlease.com",,CFM56-7B26,,,,,,,1606,IMM,890476,L
"Aircraft, engines and APUs, (per Lessor/Seller)",MTU Maintenance Lease Services,,"Mr. M. Kobayashi, mailto:mitsuaki.kobayashi@mtu-lease-services.com?Subject=Query%20for%20ESN%20857587%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1606,IMM,857587,S
"Aircraft, engines and APUs, (per Lessor/Seller)",MTU Maintenance Lease Services,,"Mr. M. Kobayashi, mailto:mitsuaki.kobayashi@mtu-lease-services.com?Subject=Query%20for%20ESN%20857591%20listed%20in%20myairlease.com",,CFM56-3C1,,,,,,,1606,IMM,857591,S
"Aircraft, engines and APUs, (per Lessor/Seller)",MTU Maintenance Lease Services,,"Mr. M. Kobayashi, mailto:mitsuaki.kobayashi@mtu-lease-services.com?Subject=Query%20for%20ESN%20V12574%20listed%20in%20myairlease.com",,V2533-A5,,,,,,,1606,IMM,V12574,L
"Aircraft, engines and APUs, (per Lessor/Seller)",MTU Maintenance Lease Services,,"Mr. M. Kobayashi, mailto:mitsuaki.kobayashi@mtu-lease-services.com?Subject=Query%20for%20ESN%20V11237%20listed%20in%20myairlease.com",,V2527E-A5,,,,,,,1606,1606,V11237,L
"Aircraft, engines and APUs, (per Lessor/Seller)",MTU Maintenance Lease Services,,"Mr. M. Kobayashi, mailto:mitsuaki.kobayashi@mtu-lease-services.com?Subject=Query%20for%20ESN%20994894%20listed%20in%20myairlease.com",,CF34-10E6,,,,,,,1606,IMM,994894,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Next Level Aviation,,"Mr. J. Wright, mailto:Jacob@nextlevelaviation.net?Subject=Query%20for%20ESN%20P-3970%20listed%20in%20myairlease.com",,GTCP131-9A,,,,,,,1601,IMM,P-3970,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Next Level Aviation,,"Mr. J. Wright, mailto:Jacob@nextlevelaviation.net?Subject=Query%20for%20ESN%20P-100224%20listed%20in%20myairlease.com",,GTCP85-129H,,,,,,,1601,IMM,P-100224,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Next Level Aviation,,"Mr. J. Wright, mailto:Jacob@nextlevelaviation.net?Subject=Query%20for%20ESN%20P-50217C%20listed%20in%20myairlease.com",,GTCP85-129E,,,,,,,1601,IMM,P-50217C,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Novus Aviation Capital,,"Mrs. L. Mourad, mailto:leila.mourad@novus.aero?Subject=Query%20for%20MSN%2029324%20listed%20in%20myairlease.com",,777-200ER,1998,29324,OR,Trent 892,OR,OL/S,1604,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",New Linta Aero Engine,,"Mr. H. Nilsson, mailto:info@nlae.se?Subject=Query%20for%20ESN%20718246%20listed%20in%20myairlease.com",,JT8D-219,,,,,,,1604,IMM,718246,S
"Aircraft, engines and APUs, (per Lessor/Seller)",New Linta Aero Engine,,"Mr. H. Nilsson, mailto:info@nlae.se?Subject=Query%20for%20ESN%20717393%20listed%20in%20myairlease.com",,JT8D-217A,,,,,,,1604,IMM,717393,S
"Aircraft, engines and APUs, (per Lessor/Seller)",New Linta Aero Engine,,"Mr. H. Nilsson, mailto:info@nlae.se?Subject=Query%20for%20ESN%20P-1176%20listed%20in%20myairlease.com",,GTCP85-98DHF,,,,,,,1604,IMM,P-1176,E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",New Linta Aero Engine,,"Mr. H. Nilsson, mailto:info@nlae.se?Subject=Query%20for%20ESN%20P-1050%20listed%20in%20myairlease.com",,GTCP85-98,,,,,,,1604,IMM,P-1050,E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Panda Aviation Investment,,"Mr. R. Zhang, mailto:pandaaviation@163.com?Subject=Query%20for%20ESN%203880%20listed%20in%20myairlease.com",,GTCP131-9A,,,,,,,1602,IMM,3880,L/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Piedmont Aviation,,"Mr. D. Loflin, mailto:donnie.loflin@piedmontaviation.com?Subject=Query%20for%20ESN%20P-1433%20listed%20in%20myairlease.com",,GTCP331-200ER,,,,,,,1603,IMM,P-1433,L/E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Piedmont Aviation,,"Mr. D. Loflin, mailto:donnie.loflin@piedmontaviation.com?Subject=Query%20for%20ESN%20P-170C%20listed%20in%20myairlease.com",,GTCP36-150M,,,,,,,1603,IMM,P-170C,E/S
"Aircraft, engines and APUs, (per Lessor/Seller)",Piedmont Aviation,,"Mr. D. Loflin, mailto:donnie.loflin@piedmontaviation.com?Subject=Query%20for%20ESN%20E1023794%20listed%20in%20myairlease.com",,APS2300,,,,,,,1603,IMM,E1023794,L
"Aircraft, engines and APUs, (per Lessor/Seller)",Olympus Airways,,"Mr. B Karatas, mailto:batu@olympusairways.gr?Subject=Query%20for%20MSN%201612%20listed%20in%20myairlease.com",,A319-112,2001,1612,OR,CFM56-5B6,0/0/144,A,1603,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Plane Trails,,"Mr. K. Dyer, mailto:kendyer@plane-lease.com?Subject=Query%20for%20MSN%2024754%20listed%20in%20myairlease.com",,737-500,1990,24754,43899/42635,CFM56-3C1,0/0/120,S,1602,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%2026851%20listed%20in%20myairlease.com",,737-300QC,1992,26851,26741/27227,CFM56-3C1,0/0/147,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%2025159%20listed%20in%20myairlease.com",,737-300QC,1991,25159,54042/32119,CFM56-3B2,0/0/148,S,1605,1607,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20237%20listed%20in%20myairlease.com",,DHC8-102,1990,237,27623/28186,PW120A,0/0/37,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20146%20listed%20in%20myairlease.com",,DHC8-103,1989,146,46300/65800,PW120A,0/0/37,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%2010471%20listed%20in%20myairlease.com",,Fokker 27-500,1971,10471,52469/70932,Dart 532-7R,Freighter,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20339%20listed%20in%20myairlease.com",,SAAB 340B,1993,339,36873/45751,CT7-9B(ECMP),0/0/34,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20294%20listed%20in%20myairlease.com",,SAAB 340B,1993,294,39870/45093,CT7-9B(ECMP),0/0/34,OL/S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20UE-391%20listed%20in%20myairlease.com",,Beechcraft 1900D,2000,UE-391,25645/39751,PT6A-67D,0/0/19,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20UE-252%20listed%20in%20myairlease.com",,Beechcraft 1900D,1996,UE-252,12834/13686,PT6A-67D,0/0/19,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20UE-152%20listed%20in%20myairlease.com",,Beechcraft 1900D,1995,UE-152,34691/43145,PT6A-67D,0/0/19,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20532%20listed%20in%20myairlease.com",,DHC6-300,1977,532,50189/84869,PT6A-27,0/0/19,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20DC-830B%20listed%20in%20myairlease.com",,Metro 23,1993,DC-830B,37279/41178,TPE331-12,0/0/19,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20BC-780B%20listed%20in%20myairlease.com",,Metro IIIB,1991,BC-780B,25631/26572,TPE331-12,0/0/19,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20AC-735%20listed%20in%20myairlease.com",,Metro III,1988,AC-735,39972/48336,TPE331-11,0/0/19,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20AC-664%20listed%20in%20myairlease.com",,Metro III,1986,AC-664,34259/48532,TPE331-11,0/0/19,S,1605,IMM,,
"Aircraft, engines and APUs, (per Lessor/Seller)",Potomac Aviation Inc.,,"Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20TC-409%20listed%20in%20myairlease.com",,Metro II,1981,TC-409,29761/28160,TPE331-10,Freighter,S,1605,IMM,,
